"id","sentence1","sentence2","similarity"
"1b9f3402a04a416842e8a7042","SpaceX docks with International Space Station: Up next, public travel?","SpaceX Dragon Docks With International Space Station",3.8
"d0207ba6ad7d4662d7b2d5ef9","Radical Islamists in Mali enlist new militia","Local Militia Bolsters Islamist Militants in Mali",3.75
"38012d7ec6f10d1c971acc978","US Supreme Court limits president's recess appointments power","High court checks President's recess appointment power",5
"0c0e42ed85c1bf632d8335829","kim myong-chol warned that if there was an interdiction of north korean vessels the north korean government would retaliate with a nuclear missile attack on major cities such as new york and washington. ","kim myong-chol stated that north korea would retaliate with a nuclear missile attack on major cities such as new york and washington dc.",3.8
"474f26d38c6ec2e02ed7ecce7","There are people out on the street.","People are out on the street.",5
"4606a4fd54d4a24e7f32fa36d","The person is riding the horse.","A man is riding a horse.",3.8
"213ad4c63ee04eb18ce5393ac","Taliban pose as 'attractive women, on Facebook for spying","Taliban soldiers posing as pretty women on Facebook to get troops' secrets",4.6
"5c14061ed939cedb39ace63f9","Swiss tourist gang-raped in India","Swiss tourist gang-raped in India",5
"15c2583461f761612b18e5c66","While the Ibrahims had one separation operation, Goodrich and Dr. David Staffenberg plan about three for the Aguirres, with several weeks between each.","Instead of one long operation to separate the twins, Goodrich and Dr. David Staffenberg plan about three, with several weeks between each.",3.6
"746ff261632cfbf7a2c40e44f","Websites battle nasty comments, anonymity","Websites fight nasty comments by taking away anonymity",3.8
"6c9356dfecf90422ae07acd12","Federer Wins 7th Wimbledon Title","Federer captures 7th Wimbledon title",5
"5fa525b953666f8bc8386a995","London Marathon observes silence for Boston bomb victims","London Marathon observes silence for Boston victims",4.6
"dc64e56dcd45cfba5a5df2f2d","According to SunnComm's Peter Jacobs, ""MediaMax performs exactly as 'advertised' to the companies who purchased it.","""MediaMax performs EXACTLY as ""advertised"" to the companies who purchased it,"" Jacobs said in the statement.",4.222
"43bb1ea193fe5335a11473f58","Scuba diver submerged in water.","The scuba diver is underwater.",5
"b2f946acdc2726a76c6c53f84","russia may pull out of the treaty if the us and other nato allies refuse to ratify the amended version. ","warned that russia would withdraw from the treaty if western nations refuse to ratify its amended version.",4.4
"876503be49ee2ea5308f491e6","The lady peeled the potatoe.","A woman is peeling a potato.",4.75
"e3d883477afcc21d742c7e4c3","In two weeks, he'll probably send out Peace Rules in the Preakness.","Frankel said Peace Rules will run in the Preakness Stakes on May 17.",3.6
"00a4ab01805aea169e9a89db1","N Korea to halt work at joint industrial zone","North Korea blocks access to joint industrial zone",4
"4f7a19b30f9524ffca8189cf7","Elderly woman sitting on red patterned couch with her arm around younger woman.","Two women sitting on couch posing for camera.",3.6
"d3416125547c6961d1ca8324a","A boy goes down an inflatable slide.","A boy in red slides down an inflatable ride.",3.8
"7f16a4b4505d12d49f6b86a3f","PM in Tehran, asks NAM to take clear stand on Syria","Manmohan in Tehran, asks NAM to take a stand on Syria",3.8
"a1474753f405b090e9892a944","South Korea Ferry Crew Members Stand Trial","Sewol ferry crew faces trial",4.4
"f2fadecc1d3bca13a573ed550","This year the Audubon Society once again hosts its annual Christmas Bird Count.","It's the National Audubon Society's annual Christmas Bird Count, now in its 104th season.",3.5
"07cef80dd56b4408ba18e24a8","A black and white cat is sitting on a brown chair looking up.","Black and white cat sitting on wood chair looking up.",3.6
"98cbb41961d8a32e4423eb026","I'm not outraged, I'm disappointed.","God bless I'm not outraged, I'm disappointed.",5
"1b52203955e13938434d0ea9d","Two homeless men stand outside with a cardboard sign.","Two homeless young men holding a cardboard sign.",4.6
"ab9d5661cab6f58e8aee70678","INTEL TODAY disclosed details of its next-generation XScale processor for mobile phones and handheld devices here in San Jose.","Intel on Wednesday unveiled its next-generation processor for cell phones, PDAs, and other wireless devices.",3.6
"d07a6b9ab3b844b0bdf4e6782","The Portuguese weather service said Europe's heatwave was caused by a mass of hot, dry air moving from the southeast.","The heatwave was due to a mass of hot, dry air from the southeast, said Mario Almeida of Portugal's weather service.",4.056
"56403b5c0d875571e05670302","US: Madoff brother to plead guilty in NY in fraud","Madoff's brother to plead guilty to fraud",4.2
"a24949b221d2c1bb5e18605d6","Chavez leaves again for Cuba for radiotherapy","Chavez set for more radiotherapy in Cuba",4.4
"024f8a53bd7d4c45963723b63","Unfortunately the answer to your question is we simply do not know.","Sorry, I don't know the answer to your question.",4
"a888a6aa24f3fa1944d482b40","A boy waves around a sparkler.","A young boy is twisting a sparkler around in the air.",4.4
"fab67fcaf699e317a9a56df70","One white boy and one black boy stand with arms around each other.","Two young boys, one white and one black, are standing with their arms around each other.",4.8
"9023ef18df995d111a364208a","A turtle is walking.","A tortoise is walking.",4.4
"ff1a7886ec595eed01380703d","myanmar was formerly known as burma. ","myanmar was formerly called burma.",5
"393f30256e8286b37300fe7d1","Faction Names Bianca Ojukwu APGA National Leader","Bianca Ojukwu becomes APGA national leader",4.2
"048708fb379d114eb0c9290f6","Operation Chaos is merely people voting.","Chaos is merely people voting.",4
"31e62285fe73f97fe1e9b280f","The small dog is wearing a sweater and looking up at the camera.","A small white dog wearing a jacket looks up at the camera.",4
"4ef33129e87a3fb7372710988","A woman is in the bathroom.","The woman is in a bathroom.",4.6
"ff9f0fa547e683e61bc6c6a04","""The mission of the CAPPS II system has been and always will be aviation security,"" said the administration, part of the Homeland Security Department.","""The mission of the CAPPS II system has been and always will be aviation security,"" they said.",3.6
"85c0b4aaceff24b80fe7a462c","Clinton: US, Europe must do more against tyrants","Clinton: US, Europe Must Work to Defeat Tyrants",4.4
"691d24d2caff440d5135923fb","A white fluffy dog is running in pure white snow.","A fluffy, white dog running in the snow.",4.6
"bf0950710f391f30dfe74768c","North Korea says to restart nuclear reactor","North Korea Offers Talks: Complex May Re-Open",3.6
"743e5e6f84c6e0c5b69e2b0f6","The government does not determine if you are married or not.","The government doesnt have to declare you married before you can be married.",3.6
"5426647f449888a8a1d86c0f0","Gunmen kidnap airline pilots in Lebanon","Gunmen kidnap 2 Turkish Airlines pilots in Lebanon",4.2
"ca603b0bb1b85edf8782c372b","A man is climbing a rope.","A man climbs up a rope.",5
"113ce9480d5319714fc6e907b","A black dog walking beside a pool.","A black dog is walking along the side of a pool.",5
"5f677720605a9c54e1997d7cd","""We had nothing to do with @Stake's internal personnel decision,"" Microsoft spokesman Sean Sundwell said.","""Microsoft had absolutely nothing to do with AtStake's internal personnel decision,"" Sundwall said.",4.2
"60b4c39e80e048a938eafed67","china has been praised by the international community for efforts to resolve the korean peninsula nuclear issue. ","china has been praised especially by the asia-pacific states for efforts to resolve the korean peninsula nuclear issue.",4.2
"3c5d22285fd619ffa25dca300","Kids play soccer on a field.","Three boys playing soccer in a field",4.2
"20cb04035daf98ce18a8a856f","- Admin DrPizza and i'd forgotten what a whiny little bed wetter you are.","and i'd forgotten what a whiny little bed wetter you are.",3.8
"b3370a4b63406c43a5d37ec52","The Dodgers won their sixth consecutive game their longest win streak since 2001 as they edged Colorado, 3-2, Wednesday in front of a crowd of 25,332 at Dodger Stadium.","The Dodgers won their sixth consecutive game and seventh in their last nine as they beat Colorado 3-2 on Wednesday in front of a crowd of 25,332 at Dodger Stadium.",4.4
"81138cbbe576bfb3cfe3aa56d","Dynes came to UC San Diego in 1991 after 22 years as a physicist with AT&T Bell Labs.","Dynes has been at UC San Diego since 1991 after spending 22 years with AT&T Bell Labs, where he worked on superconductors and other materials.",3.6
"4c34d7e0459586cff01481247","Someone pours olive oil into a bowl of tomato wedges.","The man poured oil on the tomato slices.",3.75
"ee8f94208c4300b77e16f6308","The man cut down a tree with an axe.","A man chops down a tree with an axe.",5
"b3c742b6dc7482e82aaaa0b9c","UN presses need for major boost in Syrian aid","UN chief presses for major boost in Syrian aid",4.8
"99455bdff8b32e8b59886e52f","If convicted of the spying charges, he could face the death penalty.","The charges of espionage and aiding the enemy can carry the death penalty.",3.6
"df31f716e95fdfeb53e8c4b9f","The bank also said its offer was subject to the agreement of Drax's senior banks, senior bond holders and hedging banks by 30 September 2003.","The offer is also subject to Goldman signing an agreement with Drax's senior banks, senior bond holders and hedging banks by Sept. 30, it said.",4.4
"89a28ab7425df839ea4365297","I think you need to reread what I wrote.","You need to reread what I wrote.",5
"799a22f79f76c149dd4eeed35","Cuba's 'Ladies' to pick up EU prize 8 years late","Cuba's 'Ladies' to Pick Up EU Prize 8 Years Later",5
"397aefa4bdd14784965741ce9","St. Paul Chairman and Chief Executive Jay S. Fishman, 51, will be CEO of the combined company.","Jay Fishman, 51, chairman and chief executive of St Paul, will be chief executive of the combined company.",4.75
"0e55f5b0b17bf7fd479f403cf","""In so many different ways, the artistry of black musicians has conveyed the experience of black Americans throughout our history,"" Bush said.","Surrounded by singers from Harlem, Bush said: ''The artistry of black musicians has conveyed the experience of black Americans throughout our history.",4.25
"ecd8a80ad6e174a23f17e61e9","A man plays the flute.","A man is playing a flute.",5
"9dd50db11d03efd6364f2d077","U.S. and Turkey weigh no-fly zones for Syria","Turkey, US weigh no-fly zones for Syria",4.8
"43783446e2322eaa41e745dce","Three cows are grazing in a grassy field.","Three cows grazing in a field.",4.6
"cd00e7b3aa9490368ba28cbd7","Someone is playing piano.","A person is playing a keyboard piano.",3.6
"6ce0c01b23c389b22eb802512","House-Senate deal reached on payroll tax measure","Negotiators reach deal on Congress payroll tax cut bill",3.8
"7b065e1552c7810dc41c20779","A woman puts flour on a piece of meat.","A woman is putting flour onto some meat.",5
"782355220e935a92821133a98","A group of horses grazing in a field.","Group of horses grazing in grassy field.",4.8
"b427cb4dbd632190ca902bcd3","The procedure is generally performed in the second or third trimester.","The technique is used during the second and, occasionally, third trimester of pregnancy.",4.5
"65086cab5ec23da3395e38b35","Israeli, Palestinian negotiators quietly meet","Israeli, Palestinian negotiators meet in Jordan",3.6
"f1afc455a553b0df43803de8a","Two men talking in front of a plane.","Two men talking in front of a small plane.",4.4
"841bd5dddb9161633964a28e6","A blue scooter parked on a sidewalk.","A blue moped parked on the sidewalk.",4.2
"5d2bf6f6479c98152029ac900","two motorbikes on a dirt track.","Two dirt bikers riding over dirt hill.",3.6
"71d0b85c85dc5eb3cf5d4a926","He later learned that the incident was caused by the Concorde's sonic boom.","He later found out the alarming incident had been caused by Concorde's powerful sonic boom.",5
